"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2001","0","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2001","3761.8219988878","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2002","2202.6585355652","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2002","1756.5030453467","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2002","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2002","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2002","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2002","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2002","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2002","1.2","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2002","3960.3615809119","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2003","1987.0678636023","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2003","2096.7248587268","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2003","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2003","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2003","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2003","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2003","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2003","0.89735245999999","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2003","4084.6900747892","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2004","2148.679749","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2004","2125.1480556856","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2004","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2004","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2004","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2004","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2004","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2004","1.522355585","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2004","4275.3501602706","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2005","1964.4321","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2005","2612.2639","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2005","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2005","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2005","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2005","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2005","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2005","0","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2005","4576.696","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2006","2158.870115568","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2006","2822.1406804971","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2006","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2006","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2006","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2006","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2006","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2006","0","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2006","4981.0107960651","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2007","2319.291972824","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2007","3081.7888879543","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2007","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2007","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2007","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2007","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2007","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2007","14.201","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2007","5415.2818607783","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2008","2309.6220968625","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2008","3561.635746875","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2008","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2008","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2008","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2008","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2008","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2008","39.318","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2008","5910.5758437375","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2009","2295.6488100071","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2009","3857.2774459397","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2009","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2009","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2009","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2009","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2009","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2009","59.67047","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2009","6212.5967259468","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2010","2173.7007396358","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2010","4416.9005596879","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2010","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2010","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2010","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2010","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2010","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2010","58.15597","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2010","6648.7572693237","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2011","2346.4911752667","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2011","4742.0953577335","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2011","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2011","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2011","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2011","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2011","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2011","130.73483","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2011","7219.3213630002","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2012","2352.4121117533","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2012","5162.7692872408","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2012","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2012","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2012","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2012","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2012","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2012","145.27211","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2012","7660.4535089941","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2013","2535.037996","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2013","5392.2613531001","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2013","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2013","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2013","0","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2013","0","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2013","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2013","135.6476","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2013","8062.9469491001","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2014","2251.3851134","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2014","6174.641075837","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2014","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2014","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2014","8.157754","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2014","0.447632","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2014","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2014","125.813625","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2014","8560.445200237","GWh"
"Generación eléctrica por fuente","Hidro","BOL","68","América Latina","Bolivia","2015","2463.0592319913","GWh"
"Generación eléctrica por fuente","Térmica no renovable","BOL","68","América Latina","Bolivia","2015","6470.7185632186","GWh"
"Generación eléctrica por fuente","Nuclear","BOL","68","América Latina","Bolivia","2015","","GWh"
"Generación eléctrica por fuente","Geotermia","BOL","68","América Latina","Bolivia","2015","","GWh"
"Generación eléctrica por fuente","Eólica","BOL","68","América Latina","Bolivia","2015","11.450126","GWh"
"Generación eléctrica por fuente","Solar","BOL","68","América Latina","Bolivia","2015","4.7943755010909","GWh"
"Generación eléctrica por fuente","Otros","BOL","68","América Latina","Bolivia","2015","","GWh"
"Generación eléctrica por fuente","Térmica renovable","BOL","68","América Latina","Bolivia","2015","170.4710375","GWh"
"Generación eléctrica por fuente","Total","BOL","68","América Latina","Bolivia","2015","9120.493334211","GWh"
